==11110== NVPROF is profiling process 11110, command: python train.py --epochs 200 --profile-epoch-list 100-110 --profile-batch-list 0 --sparse --prof-backprop
==11110== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==11110== Profiling application: python train.py --epochs 200 --profile-epoch-list 100-110 --profile-batch-list 0 --sparse --prof-backprop
==11110== Profiling result:
==11110== Metric result:
Invocations                               Metric Name                                         Metric Description         Min         Max         Avg
Device "GeForce GTX 1070 Ti (0)"
    Kernel: void kernelReduceAllPass1<long, unsigned int, long, thrust::identity<long>, ReduceMin<long>, int=1>(TensorInfo<long, unsigned int>, unsigned int, long, long, thrust::identity<long>, long*)
         90                           global_hit_rate                          Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
         90                      global_load_requests   Total number of global load requests from Multiprocessor      172428      172428      172428
         90                            local_hit_rate                                             Local Hit Rate       0.00%       0.00%       0.00%
         90                       local_load_requests    Total number of local load requests from Multiprocessor           0           0           0
         90                      local_store_requests   Total number of local store requests from Multiprocessor           0           0           0
         90                           l2_tex_hit_rate                                          L2 Cache Hit Rate      86.87%      86.87%      86.87%
         90                  l2_tex_read_transactions                            L2 Transactions (Texture Reads)       53055       53055       53055
         90                 l2_tex_write_transactions                           L2 Transactions (Texture Writes)       13264       13264       13264
         90                  shared_load_transactions                                   Shared Load Transactions           0           0           0
         90                 shared_store_transactions                                  Shared Store Transactions           0           0           0
         90                        tex_cache_hit_rate                                     Unified Cache Hit Rate      64.29%      64.29%      64.29%
         90                    tex_cache_transactions                                 Unified Cache Transactions      172428      172428      172428
    Kernel: void gemv2N_kernel_val<float, float, float, int=128, int=32, int=4, int=4, int=1>(float, float, cublasGemv2Params_v2<float, float, float>)
         90                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
         90                             flop_count_sp                Floating Point Operations(Single Precision)      436530      491312      485225
         90                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
         90                                inst_fp_64                                    FP Instructions(Double)           0           0           0
         90                                inst_fp_32                                    FP Instructions(Single)      250848      279104      275964
         90                                inst_fp_16                                      HP Instructions(Half)           0           0           0
         90                              inst_integer                                       Integer Instructions     1078630     1196032     1182987
         90                  gld_requested_throughput                           Requested Global Load Throughput  16.372GB/s  18.292GB/s  17.883GB/s
         90                  gst_requested_throughput                          Requested Global Store Throughput  0.9831MB/s  1.1298MB/s  1.1013MB/s
         90                    shared_load_throughput                              Shared Memory Load Throughput  58.270GB/s  60.113GB/s  59.150GB/s
         90                   shared_store_throughput                             Shared Memory Store Throughput  15.679GB/s  16.174GB/s  15.915GB/s
         90                            gld_efficiency                              Global Memory Load Efficiency      36.57%      46.28%      45.20%
         90                            gld_throughput                                     Global Load Throughput  38.496GB/s  45.227GB/s  39.680GB/s
         90                            gst_efficiency                             Global Memory Store Efficiency      43.75%      50.00%      49.31%
         90                            gst_throughput                                    Global Store Throughput  2.2005MB/s  2.2701MB/s  2.2337MB/s
         90                         shared_efficiency                                   Shared Memory Efficiency      11.84%      12.15%      12.11%
         90                           global_hit_rate                          Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
         90                      global_load_requests   Total number of global load requests from Multiprocessor       33432       33432       33432
         90                            local_hit_rate                                             Local Hit Rate       0.00%       0.00%       0.00%
         90                       local_load_requests    Total number of local load requests from Multiprocessor           0           0           0
         90                      local_store_requests   Total number of local store requests from Multiprocessor           0           0           0
         90                           l2_tex_hit_rate                                          L2 Cache Hit Rate      60.66%      69.50%      61.64%
         90                  l2_tex_read_transactions                            L2 Transactions (Texture Reads)       71656       81604       72761
         90                 l2_tex_write_transactions                           L2 Transactions (Texture Writes)           4           4           4
         90                  shared_load_transactions                                   Shared Load Transactions       27116       27116       27116
         90                 shared_store_transactions                                  Shared Store Transactions        7296        7296        7296
         90                        tex_cache_hit_rate                                     Unified Cache Hit Rate       0.00%       0.00%       0.00%
         90                    tex_cache_transactions                                 Unified Cache Transactions       33432       33432       33432
    Kernel: void cunn_ClassNLLCriterion_updateGradInput_kernel<float>(float*, float*, long*, float*, float*, int, int, int, int, long)
         10                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
         10                             flop_count_sp                Floating Point Operations(Single Precision)         580         580         580
         10                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
         10                                inst_fp_64                                    FP Instructions(Double)           0           0           0
         10                                inst_fp_32                                    FP Instructions(Single)         440         440         440
         10                                inst_fp_16                                      HP Instructions(Half)           0           0           0
         10                              inst_integer                                       Integer Instructions        2496        2496        2496
         10                  gld_requested_throughput                           Requested Global Load Throughput  88.941MB/s  99.136MB/s  91.479MB/s
         10                  gst_requested_throughput                          Requested Global Store Throughput  85.285MB/s  95.062MB/s  87.720MB/s
         10                    shared_load_throughput                              Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         10                   shared_store_throughput                             Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         10                            gld_efficiency                              Global Memory Load Efficiency      44.51%      44.51%      44.51%
         10                            gld_throughput                                     Global Load Throughput  199.81MB/s  222.72MB/s  205.52MB/s
         10                            gst_efficiency                             Global Memory Store Efficiency      14.71%      14.71%      14.71%
         10                            gst_throughput                                    Global Store Throughput  579.94MB/s  646.42MB/s  596.50MB/s
         10                         shared_efficiency                                   Shared Memory Efficiency       0.00%       0.00%       0.00%
         10                           global_hit_rate                          Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
         10                      global_load_requests   Total number of global load requests from Multiprocessor          40          40          40
         10                            local_hit_rate                                             Local Hit Rate       0.00%       0.00%       0.00%
         10                       local_load_requests    Total number of local load requests from Multiprocessor           0           0           0
         10                      local_store_requests   Total number of local store requests from Multiprocessor           0           0           0
         10                           l2_tex_hit_rate                                          L2 Cache Hit Rate      35.62%      38.12%      37.88%
         10                  l2_tex_read_transactions                            L2 Transactions (Texture Reads)          41          41          41
         10                 l2_tex_write_transactions                           L2 Transactions (Texture Writes)         119         119         119
         10                  shared_load_transactions                                   Shared Load Transactions           0           0           0
         10                 shared_store_transactions                                  Shared Store Transactions           0           0           0
         10                        tex_cache_hit_rate                                     Unified Cache Hit Rate       9.09%       9.09%       9.09%
         10                    tex_cache_transactions                                 Unified Cache Transactions          40          40          40
    Kernel: void kernelPointwiseApply3<TensorMulOp<float>, float, float, float, unsigned int, int=1, int=2, int=2>(OffsetInfo<TensorMulOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=2>, float, float)
         90                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
         90                             flop_count_sp                Floating Point Operations(Single Precision)       18956       21664       21363
         90                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
         90                                inst_fp_64                                    FP Instructions(Double)           0           0           0
